image_id,generated_caption,reference_captions,num_references,bleu1,bleu2,bleu3,bleu4
2629295654_59ea1472a1,A group of diverse friends laughing and enjoying a picnic in a lush green park on a sunny day.,[],0,0,0,0,0
1245022983_fb329886dd,A colorful garden filled with blooming flowers of various shapes and sizes.,[],0,0,0,0,0
411863595_d77156687e,A colorful field of blooming flowers under a clear blue sky.,[],0,0,0,0,0
3587449716_3bf1552c36,A close-up of a blooming red rose with dew drops on its petals.,[],0,0,0,0,0
1295671216_cde1b9c9d1,"A close-up of a blooming pink rose, showcasing delicate petals and a soft green stem.",[],0,0,0,0,0
3243233886_235a80e8c7,A close-up shot of a blooming flower with vibrant petals and a delicate yellow center.,[],0,0,0,0,0
2628331789_c7f7d90e5d,A group of friends laughing and enjoying a picnic in a sunny park.,[],0,0,0,0,0
1056338697_4f7d7ce270,"A lush green forest with sunlight streaming through the trees, casting dappled shadows on the ground.",[],0,0,0,0,0
2998277360_9b4c0192f1,A cozy living room with a crackling fireplace and comfortable furniture.,[],0,0,0,0,0
3708743823_3e3e0554d1,"A serene landscape with a colorful sunset over a calm lake, reflecting the sky's vibrant hues.",[],0,0,0,0,0
2613021139_4b0dc3d4c8,A colorful bouquet of assorted flowers in a vibrant garden under the warm sunlight.,[],0,0,0,0,0
1312954382_cf6d70d63a,A colorful bouquet of assorted flowers in a vase on a table.,[],0,0,0,0,0
375384566_254c2362d4,"A cozy living room with a plush sofa, soft rug, and a glowing fireplace creating a warm ambiance.",[],0,0,0,0,0
1523984678_edd68464da,"A lush green forest with sunlight filtering through the trees, casting shadows on the forest floor.",[],0,0,0,0,0
3585117340_73e96b6173,"A cozy living room with a crackling fireplace, fluffy pillows on a comfortable couch, and soft lighting creating a warm ambiance.",[],0,0,0,0,0
2815788792_d226215d10,"A cozy living room with a crackling fireplace, comfortable sofa, and soft lighting, creating a warm and inviting atmosphere.",[],0,0,0,0,0
3497238310_2abde3965d,"A beautiful sunset over a calm lake, with vibrant hues of orange and pink reflecting on the water.",[],0,0,0,0,0
2924908529_0ecb3cdbaa,A close-up of a vibrant bouquet of assorted flowers in a glass vase.,[],0,0,0,0,0
2731171552_4a808c7d5a,A serene beach scene with palm trees and a calm ocean.,[],0,0,0,0,0
2837799692_2f1c50722a,A close-up shot of a fluffy white kitten playing with a ball of yarn on a soft blanket.,[],0,0,0,0,0
441817653_fbdf83060b,"A vibrant sunset over a calm lake, reflecting the orange and pink hues in the sky.",[],0,0,0,0,0
3451523035_b61d79f6a8,A group of friends laughing and enjoying a picnic in a green meadow on a sunny day.,[],0,0,0,0,0
3514278386_de2343577e,"A close-up of a playful puppy running through a green meadow, with its ears flopping in the wind.",[],0,0,0,0,0
2203449950_e51d0f9065,A close-up of a fluffy white cloud against a bright blue sky.,[],0,0,0,0,0
3428386573_670f5362f0,A serene landscape with a majestic waterfall cascading down rocky cliffs into a crystal-clear pool below.,[],0,0,0,0,0
3671262694_29fbeb9d95,"A group of diverse people laughing and enjoying a picnic in a sunny park, surrounded by green trees and a clear blue sky.",[],0,0,0,0,0
2060031241_a3ae7a06bb,A cozy cabin nestled in a snowy forest with smoke rising from the chimney on a winter day.,[],0,0,0,0,0
2192131110_8a40e7c028,A sunny beach with turquoise waters and palm trees swaying in the wind.,[],0,0,0,0,0
2312731013_1a3a8e25c6,"A cozy living room with a crackling fireplace, comfortable armchairs, and a fluffy rug, creating a warm and inviting atmosphere.",[],0,0,0,0,0
3326376344_3306bf439e,"A lush green forest with sunlight filtering through the leaves, creating a dappled effect on the forest floor.",[],0,0,0,0,0
399246804_b4b5dc70e1,A group of diverse friends laughing and enjoying a picnic in a park.,[],0,0,0,0,0
3724738804_f00748a137,"A group of friends sitting around a campfire, roasting marshmallows.",[],0,0,0,0,0
2557972410_6925fe695c,A lush green forest with tall trees and a winding trail disappearing into the distance.,[],0,0,0,0,0
3286198467_8880be127e,"A close-up of a blooming sunflower, with vibrant yellow petals and a dark brown center.",[],0,0,0,0,0
3146937399_8c046b7b1a,"A serene landscape painting of a colorful sunset over a calm lake, with vibrant hues of orange, pink, and purple reflecting on the water.",[],0,0,0,0,0
3653837067_94050699ec,"A close-up of a blooming pink rose in a garden, with dew drops glistening on its petals.",[],0,0,0,0,0
3030793171_55cd646eed,A lone tree standing tall in a vast green meadow under a clear blue sky.,[],0,0,0,0,0
3003612178_8230d65833,A group of colorful hot air balloons floating in the sky during a festival.,[],0,0,0,0,0
416106657_cab2a107a5,"A fluffy white cat napping on a windowsill, bathed in the warm glow of the afternoon sun.",[],0,0,0,0,0
2552723989_7bc93e0f7b,"A lush green forest with sunlight streaming through the trees, creating a peaceful and serene atmosphere.",[],0,0,0,0,0
1355450069_c0675b0706,"An aerial view of a bustling city skyline at night, illuminated by the lights of buildings and cars.",[],0,0,0,0,0
561940436_64d6fc125d,"A lush green forest with sunlight filtering through the canopy, creating dappled shadows on the ground.",[],0,0,0,0,0
3287963317_186491ee78,A serene landscape with a calm lake reflecting the blue sky and surrounding green trees.,[],0,0,0,0,0
262570082_6364f58f33,A serene landscape featuring a calm lake surrounded by lush green trees and a clear blue sky.,[],0,0,0,0,0
3309042087_ee96d94b8a,A close-up shot of a fluffy orange tabby cat resting on a soft blanket.,[],0,0,0,0,0
3138504165_c7ae396294,"A close-up of a blooming flower with delicate petals in shades of pink and yellow, against a soft green background.",[],0,0,0,0,0
2744321686_8811d8428c,"A cozy living room with a crackling fireplace, comfortable furniture, and a soft throw blanket.",[],0,0,0,0,0
244760289_f4467b2b67,"A serene sunset over a calm lake, with vibrant hues of orange and pink reflecting on the water.",[],0,0,0,0,0
3286406057_a1668655af,A group of friends laughing and enjoying a picnic in a lush green park under the shade of a large tree.,[],0,0,0,0,0
3487820317_3728e7569e,"An overhead view of a delicious fruit salad in a glass bowl, featuring a mix of fresh strawberries, blueberries, and kiwi slices.",[],0,0,0,0,0
241347271_a39a5a0070,"A group of fluffy white clouds scattered across a clear blue sky, creating a serene and peaceful atmosphere.",[],0,0,0,0,0
3055716848_b253324afc,"An abstract painting with vibrant swirls of red, blue, and yellow creating a dynamic composition.",[],0,0,0,0,0
3569667295_6e51db08ef,"A vibrant sunset over a calm lake, with the sky painted in shades of orange, pink, and purple.",[],0,0,0,0,0
390987167_2d5905b459,A serene landscape featuring a calm lake surrounded by lush green trees and a clear blue sky.,[],0,0,0,0,0
226531363_33ac01d931,A serene landscape with a crystal-clear stream flowing through a meadow dotted with vibrant wildflowers.,[],0,0,0,0,0
2929006980_9f9f8f3d21,"A vibrant sunset over a calm lake, with the sky painted in hues of orange, pink, and purple.",[],0,0,0,0,0
2225231022_1632d0a5aa,"A colorful sunset painting the sky in shades of pink, orange, and purple over a calm lake.",[],0,0,0,0,0
3595992258_6f192e6ae7,"A serene forest scene with sunlight peeking through the lush green trees, creating a peaceful atmosphere.",[],0,0,0,0,0
2395967330_7e6ea404f6,"A serene forest scene with dappled sunlight filtering through the lush green leaves, creating a peaceful atmosphere.",[],0,0,0,0,0
2101808682_0d66ef4a08,A group of friends laughing and enjoying a picnic in a sunny park.,[],0,0,0,0,0
2832453252_a06f7826a8,"A colorful sunset over a calm lake, reflecting the vibrant hues of the sky.",[],0,0,0,0,0
3699522388_2333f01f40,"A serene sunset over a calm lake, with vibrant hues of orange and pink reflecting in the water.",[],0,0,0,0,0
2462702522_1b25654762,"A vibrant sunset over a calm lake, casting a warm orange glow on the water.",[],0,0,0,0,0
2921430836_3b4d062238,A serene landscape with a calm lake surrounded by lush green trees and a clear blue sky.,[],0,0,0,0,0
2517284816_9b8fd3c6b6,"A panoramic view of a lush green forest with sunlight streaming through the canopy, casting dappled shadows on the forest floor.",[],0,0,0,0,0
124881487_36e668145d,A group of hikers walking through a lush forest trail on a sunny day.,[],0,0,0,0,0
3136688093_568b053bdf,"A vibrant sunset painting the sky with shades of orange, pink, and purple over a peaceful lake.",[],0,0,0,0,0
2206600240_f65df56a09,A bright red apple resting on a wooden table.,[],0,0,0,0,0
444872454_9f51e07f88,A group of friends laughing and enjoying a picnic in a sunny park.,[],0,0,0,0,0
206087108_d4557d38ee,"A group of hikers climbing a rocky mountain trail, surrounded by lush greenery and a clear blue sky above.",[],0,0,0,0,0
241347760_d44c8d3a01,A cozy cabin nestled in the woods with a winding path leading to it.,[],0,0,0,0,0
2937497894_e3664a9513,A serene beach scene with clear blue waters and white sandy shores.,[],0,0,0,0,0
3216901052_269ace7b3c,A close-up of a blooming red rose with water droplets on its petals.,[],0,0,0,0,0
3286822339_5535af6b93,A group of diverse friends laughing and chatting while sitting on a park bench on a sunny day.,[],0,0,0,0,0
